offer_id,driver_id,passenger_id,request_id,driver_x,driver_y,passenger_x,passenger_y,driver_type,passenger_preference,distance_to_pickup_km,estimated_wait_time_min,driver_rating,trip_distance_km,surge_multiplier,traffic_multiplier,offered_price,score,max_wait_time_min,driver_availability,eligible_offer,offer_rank_for_passenger,recommendation_flag
O0189,D039,P004,R004,92,94,33,48,economical,cheap,74.81,196.9,4.1,22.2,1.6,0.96,90.79,102.52,15,available,No,,Filtered out
O0190,D040,P004,R004,38,64,33,48,balanced,cheap,16.76,29.4,4.3,22.2,1.6,0.96,74.9,57.88,15,available,No,,Filtered out
O0191,D041,P004,R004,22,78,33,48,balanced,cheap,31.95,58.5,4.6,22.2,1.6,0.96,85.71,71.24,15,available,No,,Filtered out
O0192,D042,P004,R004,56,56,33,48,economical,cheap,24.35,54.9,4,22.2,1.6,0.96,63.27,54.87,15,available,No,,Filtered out
O0193,D043,P004,R004,11,96,33,48,economical,cheap,52.8,127.7,4.6,22.2,1.6,0.96,75.26,77.76,15,available,No,,Filtered out
O0194,D044,P004,R004,58,53,33,48,balanced,cheap,25.5,62.2,4.4,22.2,1.6,0.96,84.67,71.27,15,available,No,,Filtered out
O0195,D045,P004,R004,98,13,33,48,balanced,cheap,73.82,142.7,4.5,22.2,1.6,0.96,107.98,103.68,15,available,No,,Filtered out
O0196,D046,P004,R004,59,85,33,48,economical,cheap,45.22,90.8,4.5,22.2,1.6,0.96,72.91,68.75,15,available,No,,Filtered out
O0197,D047,P004,R004,70,57,33,48,premium,cheap,38.08,67.5,5,22.2,1.6,0.96,120.72,97.5,15,available,No,,Filtered out
O0198,D048,P004,R004,30,35,33,48,balanced,cheap,13.34,29.5,4.4,22.2,1.6,0.96,69.11,53.84,15,available,No,,Filtered out
O0199,D049,P004,R004,19,90,33,48,economical,cheap,44.27,95.4,4.2,22.2,1.6,0.96,63.77,63.3,15,available,No,,Filtered out
O0200,D050,P004,R004,89,2,33,48,economical,cheap,72.47,150.1,4.4,22.2,1.6,0.96,87.89,91.1,15,available,No,,Filtered out
O0201,D001,P005,R005,75,54,96,53,balanced,cheap,21.02,53.8,4.4,20,1.64,1.13,68.22,58.07,14,available,No,,Filtered out
O0202,D002,P005,R005,57,75,96,53,economical,cheap,44.78,139,4.4,20,1.64,1.13,71.15,77.17,14,available,No,,Filtered out
O0203,D003,P005,R005,13,11,96,53,premium,cheap,93.02,171.5,4.9,20,1.64,1.13,151.76,140.04,14,available,No,,Filtered out
O0204,D004,P005,R005,70,37,96,53,economical,cheap,30.53,95.1,4.4,20,1.64,1.13,63.77,63.22,14,available,No,,Filtered out
O0205,D005,P005,R005,29,12,96,53,balanced,cheap,78.55,153.2,4.6,20,1.64,1.13,118.53,113.15,14,unavailable,No,,Filtered out
O0206,D006,P005,R005,9,77,96,53,economical,cheap,90.25,227.6,4.3,20,1.64,1.13,98.4,113.97,14,available,No,,Filtered out
O0207,D007,P005,R005,41,98,96,53,economical,cheap,71.06,173.1,4.1,20,1.64,1.13,89.22,96.66,14,available,No,,Filtered out
O0208,D008,P005,R005,27,83,96,53,economical,cheap,75.24,197.2,4.2,20,1.64,1.13,88.18,100.75,14,available,No,,Filtered out
O0209,D009,P005,R005,54,74,96,53,economical,cheap,46.96,123.5,4.3,20,1.64,1.13,72.62,75.1,14,available,No,,Filtered out
O0210,D010,P005,R005,87,54,96,53,economical,cheap,9.06,22.2,4.1,20,1.64,1.13,44.83,35.41,14,available,No,,Filtered out
O0211,D011,P005,R005,14,87,96,53,economical,cheap,88.77,201.6,4.7,20,1.64,1.13,100.53,110.22,14,available,No,,Filtered out
O0212,D012,P005,R005,33,64,96,53,balanced,cheap,63.95,155.9,4.5,20,1.64,1.13,107.99,106.32,14,available,No,,Filtered out
O0213,D013,P005,R005,99,67,96,53,balanced,cheap,14.32,29.6,4.6,20,1.64,1.13,63.18,49.69,14,available,No,,Filtered out
O0214,D014,P005,R005,72,10,96,53,balanced,cheap,49.24,116.1,4.4,20,1.64,1.13,93.05,87.92,14,available,No,,Filtered out
O0215,D015,P005,R005,33,67,96,53,balanced,cheap,64.54,137.7,4.8,20,1.64,1.13,99.46,96.68,14,available,No,,Filtered out
O0216,D016,P005,R005,47,56,96,53,balanced,cheap,49.09,96.1,4.6,20,1.64,1.13,92.09,83.22,14,available,No,,Filtered out
O0217,D017,P005,R005,80,7,96,53,balanced,cheap,48.7,138.6,4.3,20,1.64,1.13,85.35,87.04,14,available,No,,Filtered out
O0218,D018,P005,R005,73,73,96,53,economical,cheap,30.48,69.9,4.2,20,1.64,1.13,59.01,54.87,14,available,No,,Filtered out
O0219,D019,P005,R005,93,6,96,53,economical,cheap,47.1,139.8,4.3,20,1.64,1.13,67.86,75.03,14,available,No,,Filtered out
O0220,D020,P005,R005,57,17,96,53,balanced,cheap,53.08,103.8,4.3,20,1.64,1.13,95.68,87.31,14,available,No,,Filtered out
O0221,D021,P005,R005,69,1,96,53,economical,cheap,58.59,173.7,4.6,20,1.64,1.13,79.3,89.79,14,available,No,,Filtered out
O0222,D022,P005,R005,0,49,96,53,premium,cheap,96.08,198.4,4.7,20,1.64,1.13,177.29,163.31,14,available,No,,Filtered out
O0223,D023,P005,R005,19,24,96,53,premium,cheap,82.28,151.8,4.7,20,1.64,1.13,159.42,141.48,14,available,No,,Filtered out
O0224,D024,P005,R005,67,20,96,53,economical,cheap,43.93,136.4,4.5,20,1.64,1.13,63.92,71.57,14,available,No,,Filtered out
O0225,D025,P005,R005,72,31,96,53,premium,cheap,32.56,64.1,4.7,20,1.64,1.13,109.09,88.71,14,unavailable,No,,Filtered out
O0226,D026,P005,R005,40,30,96,53,balanced,cheap,60.54,125.4,4.5,20,1.64,1.13,94.9,91.06,14,available,No,,Filtered out
O0227,D027,P005,R005,72,12,96,53,economical,cheap,47.51,120.3,4.2,20,1.64,1.13,68.57,71.64,14,available,No,,Filtered out
O0228,D028,P005,R005,69,90,96,53,balanced,cheap,45.8,108.1,4.4,20,1.64,1.13,91.59,85.29,14,available,No,,Filtered out
O0229,D029,P005,R005,17,33,96,53,balanced,cheap,81.49,231.2,4.6,20,1.64,1.13,123.25,132.06,14,available,No,,Filtered out
O0230,D030,P005,R005,33,64,96,53,premium,cheap,63.95,145.5,4.7,20,1.64,1.13,134.84,123.02,14,available,No,,Filtered out
O0231,D031,P005,R005,81,33,96,53,economical,cheap,25,54,4,20,1.64,1.13,53.62,47.93,14,available,No,,Filtered out
O0232,D032,P005,R005,4,47,96,53,balanced,cheap,92.2,261.5,4.5,20,1.64,1.13,129.88,142.77,14,available,No,,Filtered out
O0233,D033,P005,R005,26,87,96,53,balanced,cheap,77.82,182.9,4.3,20,1.64,1.13,120.03,120.17,14,unavailable,No,,Filtered out
O0234,D034,P005,R005,20,22,96,53,balanced,cheap,82.08,186.5,4.6,20,1.64,1.13,124.15,123.75,14,available,No,,Filtered out
O0235,D035,P005,R005,89,13,96,53,economical,cheap,40.61,99.3,4.2,20,1.64,1.13,71.76,69.67,14,available,No,,Filtered out
O0236,D036,P005,R005,84,24,96,53,premium,cheap,31.38,65.5,4.7,20,1.64,1.13,113.28,91.93,14,available,No,,Filtered out
O0237,D037,P005,R005,42,3,96,53,economical,cheap,73.59,192.9,4.7,20,1.64,1.13,87.68,99.49,14,available,No,,Filtered out
O0238,D038,P005,R005,55,77,96,53,premium,cheap,47.51,108.4,4.8,20,1.64,1.13,119.45,104.82,14,available,No,,Filtered out
O0239,D039,P005,R005,92,94,96,53,economical,cheap,41.19,127.9,4.1,20,1.64,1.13,66.42,71.66,14,available,No,,Filtered out
O0240,D040,P005,R005,38,64,96,53,balanced,cheap,59.03,118.7,4.3,20,1.64,1.13,101.43,94.31,14,available,No,,Filtered out
O0241,D041,P005,R005,22,78,96,53,balanced,cheap,78.11,166.5,4.6,20,1.64,1.13,118.01,115.45,14,available,No,,Filtered out
O0242,D042,P005,R005,56,56,96,53,economical,cheap,40.11,105.6,4,20,1.64,1.13,68.85,68.92,14,available,No,,Filtered out
O0243,D043,P005,R005,11,96,96,53,economical,cheap,95.26,270.1,4.6,20,1.64,1.13,96.84,121.35,14,available,No,,Filtered out
O0244,D044,P005,R005,58,53,96,53,balanced,cheap,38,108.4,4.4,20,1.64,1.13,89.05,83.58,14,available,No,,Filtered out
O0245,D045,P005,R005,98,13,96,53,balanced,cheap,40.05,91.5,4.5,20,1.64,1.13,83.37,76.21,14,available,No,,Filtered out
O0246,D046,P005,R005,59,85,96,53,economical,cheap,48.92,115.4,4.5,20,1.64,1.13,72.19,73.16,14,available,No,,Filtered out
O0247,D047,P005,R005,70,57,96,53,premium,cheap,26.31,55.1,5,20,1.64,1.13,104.28,83.52,14,available,No,,Filtered out
O0248,D048,P005,R005,30,35,96,53,balanced,cheap,68.41,172.8,4.4,20,1.64,1.13,106.94,108.98,14,available,No,,Filtered out
O0249,D049,P005,R005,19,90,96,53,economical,cheap,85.43,215.5,4.2,20,1.64,1.13,80.61,99.11,14,available,No,,Filtered out
O0250,D050,P005,R005,89,2,96,53,economical,cheap,51.48,125.7,4.4,20,1.64,1.13,73.34,76.04,14,available,No,,Filtered out
O0251,D001,P006,R006,75,54,44,28,balanced,balanced,40.46,92.7,4.4,19.7,1.18,1.02,69.14,62.68,11,available,No,,Filtered out
O0252,D002,P006,R006,57,75,44,28,economical,balanced,48.76,136.6,4.4,19.7,1.18,1.02,61.75,74.72,11,available,No,,Filtered out
O0253,D003,P006,R006,13,11,44,28,premium,balanced,35.36,59.5,4.9,19.7,1.18,1.02,84.21,57.74,11,available,No,,Filtered out
O0254,D004,P006,R006,70,37,44,28,economical,balanced,27.51,77.5,4.4,19.7,1.18,1.02,50.57,49,11,available,No,,Filtered out
O0255,D005,P006,R006,29,12,44,28,balanced,balanced,21.93,39.3,4.6,19.7,1.18,1.02,60.78,40.19,11,unavailable,No,,Filtered out
O0256,D006,P006,R006,9,77,44,28,economical,balanced,60.22,137.5,4.3,19.7,1.18,1.02,69.03,78.33,11,available,No,,Filtered out
O0257,D007,P006,R006,41,98,44,28,economical,balanced,70.06,154.1,4.1,19.7,1.18,1.02,76.4,87.5,11,available,No,,Filtered out
O0258,D008,P006,R006,27,83,44,28,economical,balanced,57.57,136.5,4.2,19.7,1.18,1.02,66.05,76.66,11,available,No,,Filtered out
O0259,D009,P006,R006,54,74,44,28,economical,balanced,47.07,111.8,4.3,19.7,1.18,1.02,60.83,65.64,11,available,No,,Filtered out
O0260,D010,P006,R006,87,54,44,28,economical,balanced,50.25,107,4.1,19.7,1.18,1.02,54.06,60.96,11,available,No,,Filtered out
O0261,D011,P006,R006,14,87,44,28,economical,balanced,66.19,136,4.7,19.7,1.18,1.02,74.71,80.28,11,available,No,,Filtered out
O0262,D012,P006,R006,33,64,44,28,balanced,balanced,37.64,83.3,4.5,19.7,1.18,1.02,72.49,60.88,11,available,No,,Filtered out
O0263,D013,P006,R006,99,67,44,28,balanced,balanced,67.42,122.4,4.6,19.7,1.18,1.02,84.81,80.08,11,available,No,,Filtered out
O0264,D014,P006,R006,72,10,44,28,balanced,balanced,33.29,71.3,4.4,19.7,1.18,1.02,66.76,54.12,11,available,No,,Filtered out
O0265,D015,P006,R006,33,67,44,28,balanced,balanced,40.52,78.5,4.8,19.7,1.18,1.02,68.89,57.52,11,available,No,,Filtered out
O0266,D016,P006,R006,47,56,44,28,balanced,balanced,28.16,50.2,4.6,19.7,1.18,1.02,62.47,44.76,11,available,No,,Filtered out
O0267,D017,P006,R006,80,7,44,28,balanced,balanced,41.68,107.3,4.3,19.7,1.18,1.02,66.82,66.76,11,available,No,,Filtered out
O0268,D018,P006,R006,73,73,44,28,economical,balanced,53.54,110.2,4.2,19.7,1.18,1.02,58.65,64.12,11,available,No,,Filtered out
O0269,D019,P006,R006,93,6,44,28,economical,balanced,53.71,143.9,4.3,19.7,1.18,1.02,60.28,76.63,11,available,No,,Filtered out
O0270,D020,P006,R006,57,17,44,28,balanced,balanced,17.03,30.8,4.3,19.7,1.18,1.02,56.39,35.3,11,available,No,,Filtered out
O0271,D021,P006,R006,69,1,44,28,economical,balanced,36.8,98.9,4.6,19.7,1.18,1.02,54.96,58.43,11,available,No,,Filtered out
O0272,D022,P006,R006,0,49,44,28,premium,balanced,48.75,91.4,4.7,19.7,1.18,1.02,109.89,80.5,11,available,No,,Filtered out
O0273,D023,P006,R006,19,24,44,28,premium,balanced,25.32,42.9,4.7,19.7,1.18,1.02,86.09,52.82,11,available,No,,Filtered out
O0274,D024,P006,R006,67,20,44,28,economical,balanced,24.35,68.7,4.5,19.7,1.18,1.02,42.63,42.33,11,available,No,,Filtered out
O0275,D025,P006,R006,72,31,44,28,premium,balanced,28.16,50.2,4.7,19.7,1.18,1.02,84.2,54.52,11,unavailable,No,,Filtered out
O0276,D026,P006,R006,40,30,44,28,balanced,balanced,4.47,9.3,4.5,19.7,1.18,1.02,44.22,22.25,11,available,Yes,1,Show to passenger
O0277,D027,P006,R006,72,12,44,28,economical,balanced,32.25,74.1,4.2,19.7,1.18,1.02,49.48,47.36,11,available,No,,Filtered out
O0278,D028,P006,R006,69,90,44,28,balanced,balanced,66.85,142.1,4.4,19.7,1.18,1.02,89.84,89.28,11,available,No,,Filtered out
O0279,D029,P006,R006,17,33,44,28,balanced,balanced,27.46,71,4.6,19.7,1.18,1.02,65.57,53.44,11,available,No,,Filtered out
O0280,D030,P006,R006,33,64,44,28,premium,balanced,37.64,77.8,4.7,19.7,1.18,1.02,92.2,67.78,11,available,No,,Filtered out
O0281,D031,P006,R006,81,33,44,28,economical,balanced,37.34,72.4,4,19.7,1.18,1.02,48.47,46.35,11,available,No,,Filtered out
O0282,D032,P006,R006,4,47,44,28,balanced,balanced,44.28,113.9,4.5,19.7,1.18,1.02,78.37,74.23,11,available,No,,Filtered out
O0283,D033,P006,R006,26,87,44,28,balanced,balanced,61.68,131.2,4.3,19.7,1.18,1.02,91.94,86.43,11,unavailable,No,,Filtered out
O0284,D034,P006,R006,20,22,44,28,balanced,balanced,24.74,51.5,4.6,19.7,1.18,1.02,63.37,45.62,11,available,No,,Filtered out
O0285,D035,P006,R006,89,13,44,28,economical,balanced,47.43,104.7,4.2,19.7,1.18,1.02,63.78,64.51,11,available,No,,Filtered out
O0286,D036,P006,R006,84,24,44,28,premium,balanced,40.2,75.6,4.7,19.7,1.18,1.02,100.91,70.93,11,available,No,,Filtered out
O0287,D037,P006,R006,42,3,44,28,economical,balanced,25.08,60,4.7,19.7,1.18,1.02,47.79,41.57,11,available,No,,Filtered out
O0288,D038,P006,R006,55,77,44,28,premium,balanced,50.22,103.4,4.8,19.7,1.18,1.02,101.65,80.97,11,available,No,,Filtered out
O0289,D039,P006,R006,92,94,44,28,economical,balanced,81.61,228,4.1,19.7,1.18,1.02,82.26,116,11,available,No,,Filtered out
O0290,D040,P006,R006,38,64,44,28,balanced,balanced,36.5,66.7,4.3,19.7,1.18,1.02,69.8,53.9,11,available,No,,Filtered out
O0291,D041,P006,R006,22,78,44,28,balanced,balanced,54.63,105.5,4.6,19.7,1.18,1.02,84.84,74.18,11,available,No,,Filtered out
O0292,D042,P006,R006,56,56,44,28,economical,balanced,30.46,72.7,4,19.7,1.18,1.02,51.41,47.78,11,available,No,,Filtered out
O0293,D043,P006,R006,11,96,44,28,economical,balanced,75.58,193.7,4.6,19.7,1.18,1.02,74.72,100.5,11,available,No,,Filtered out
O0294,D044,P006,R006,58,53,44,28,balanced,balanced,28.65,74.1,4.4,19.7,1.18,1.02,66.08,54.79,11,available,No,,Filtered out
O0295,D045,P006,R006,98,13,44,28,balanced,balanced,56.04,115.3,4.5,19.7,1.18,1.02,77.68,74.41,11,available,No,,Filtered out
O0296,D046,P006,R006,59,85,44,28,economical,balanced,58.94,125.4,4.5,19.7,1.18,1.02,67.8,73.5,11,available,No,,Filtered out
O0297,D047,P006,R006,70,57,44,28,premium,balanced,38.95,73.2,5,19.7,1.18,1.02,95.11,67.42,11,available,No,,Filtered out
O0298,D048,P006,R006,30,35,44,28,balanced,balanced,15.65,36.5,4.4,19.7,1.18,1.02,52.7,35.61,11,available,No,,Filtered out
O0299,D049,P006,R006,19,90,44,28,economical,balanced,66.85,152.5,4.2,19.7,1.18,1.02,61.47,80.2,11,available,No,,Filtered out
O0300,D050,P006,R006,89,2,44,28,economical,balanced,51.97,114.6,4.4,19.7,1.18,1.02,61.56,66.93,11,available,No,,Filtered out
O0301,D001,P007,R007,75,54,2,79,balanced,balanced,77.16,196.5,4.4,23.9,1.04,1.14,98.96,112.43,8,available,No,,Filtered out
O0302,D002,P007,R007,57,75,2,79,economical,balanced,55.15,172.5,4.4,23.9,1.04,1.14,67.5,89.87,8,available,No,,Filtered out
O0303,D003,P007,R007,13,11,2,79,premium,balanced,68.88,128.3,4.9,23.9,1.04,1.14,115.59,95.94,8,available,No,,Filtered out
O0304,D004,P007,R007,70,37,2,79,economical,balanced,79.92,249.5,4.4,23.9,1.04,1.14,86.01,125.15,8,available,No,,Filtered out
O0305,D005,P007,R007,29,12,2,79,balanced,balanced,72.24,142.2,4.6,23.9,1.04,1.14,101.09,94.34,8,unavailable,No,,Filtered out
O0306,D006,P007,R007,9,77,2,79,economical,balanced,7.28,19.4,4.3,23.9,1.04,1.14,39.76,23.82,8,available,No,,Filtered out
O0307,D007,P007,R007,41,98,2,79,economical,balanced,43.38,107,4.1,23.9,1.04,1.14,62.72,64.85,8,available,No,,Filtered out
O0308,D008,P007,R007,27,83,2,79,economical,balanced,25.32,67.6,4.2,23.9,1.04,1.14,50.05,45.34,8,available,No,,Filtered out
O0309,D009,P007,R007,54,74,2,79,economical,balanced,52.24,138.4,4.3,23.9,1.04,1.14,65.73,77.16,8,available,No,,Filtered out
O0310,D010,P007,R007,87,54,2,79,economical,balanced,88.6,210,4.1,23.9,1.04,1.14,73.79,105.89,8,available,No,,Filtered out
O0311,D011,P007,R007,14,87,2,79,economical,balanced,14.42,33.9,4.7,23.9,1.04,1.14,43.5,30.5,8,available,No,,Filtered out
O0312,D012,P007,R007,33,64,2,79,balanced,balanced,34.44,85.1,4.5,23.9,1.04,1.14,72.45,61.49,8,available,No,,Filtered out
O0313,D013,P007,R007,99,67,2,79,balanced,balanced,97.74,197.6,4.6,23.9,1.04,1.14,107.48,116.61,8,available,No,,Filtered out
O0314,D014,P007,R007,72,10,2,79,balanced,balanced,98.29,232.8,4.4,23.9,1.04,1.14,112.31,131.14,8,available,No,,Filtered out
O0315,D015,P007,R007,33,67,2,79,balanced,balanced,33.24,72.1,4.8,23.9,1.04,1.14,66.11,54.02,8,available,No,,Filtered out
O0316,D016,P007,R007,47,56,2,79,balanced,balanced,50.54,99.8,4.6,23.9,1.04,1.14,80.29,70.14,8,available,No,,Filtered out
O0317,D017,P007,R007,80,7,2,79,balanced,balanced,106.15,303.5,4.3,23.9,1.04,1.14,110.44,155.06,8,available,No,,Filtered out
O0318,D018,P007,R007,73,73,2,79,economical,balanced,71.25,163.5,4.2,23.9,1.04,1.14,69.3,87.57,8,available,No,,Filtered out
O0319,D019,P007,R007,93,6,2,79,economical,balanced,116.66,347.9,4.3,23.9,1.04,1.14,95.51,163.88,8,available,No,,Filtered out
O0320,D020,P007,R007,57,17,2,79,balanced,balanced,82.88,163,4.3,23.9,1.04,1.14,101.86,102.03,8,available,No,,Filtered out
O0321,D021,P007,R007,69,1,2,79,economical,balanced,102.83,306.8,4.6,23.9,1.04,1.14,93.98,148.75,8,available,No,,Filtered out
O0322,D022,P007,R007,0,49,2,79,premium,balanced,30.07,63.3,4.7,23.9,1.04,1.14,95.12,64.02,8,available,No,,Filtered out
O0323,D023,P007,R007,19,24,2,79,premium,balanced,57.57,107.4,4.7,23.9,1.04,1.14,119.06,90.23,8,available,No,,Filtered out
O0324,D024,P007,R007,67,20,2,79,economical,balanced,87.78,273.9,4.5,23.9,1.04,1.14,80.49,131.19,8,available,No,,Filtered out
O0325,D025,P007,R007,72,31,2,79,premium,balanced,84.88,166.9,4.7,23.9,1.04,1.14,137.66,119.42,8,unavailable,No,,Filtered out
O0326,D026,P007,R007,40,30,2,79,balanced,balanced,62.01,129.5,4.5,23.9,1.04,1.14,84.02,82.23,8,available,No,,Filtered out
O0327,D027,P007,R007,72,12,2,79,economical,balanced,96.9,246.5,4.2,23.9,1.04,1.14,80.63,121.72,8,available,No,,Filtered out
O0328,D028,P007,R007,69,90,2,79,balanced,balanced,67.9,161.2,4.4,23.9,1.04,1.14,93.21,97.48,8,available,No,,Filtered out
O0329,D029,P007,R007,17,33,2,79,balanced,balanced,48.38,138.9,4.6,23.9,1.04,1.14,84.62,85.77,8,available,No,,Filtered out
O0330,D030,P007,R007,33,64,2,79,premium,balanced,34.44,79.5,4.7,23.9,1.04,1.14,92.97,68.72,8,available,No,,Filtered out
O0331,D031,P007,R007,81,33,2,79,economical,balanced,91.42,196.4,4,23.9,1.04,1.14,74.61,101.51,8,available,No,,Filtered out
O0332,D032,P007,R007,4,47,2,79,balanced,balanced,32.06,92.4,4.5,23.9,1.04,1.14,72.03,63.85,8,available,No,,Filtered out
O0333,D033,P007,R007,26,87,2,79,balanced,balanced,25.3,60.7,4.3,23.9,1.04,1.14,66.56,50.34,8,unavailable,No,,Filtered out
O0334,D034,P007,R007,20,22,2,79,balanced,balanced,59.77,137.3,4.6,23.9,1.04,1.14,93.66,89.28,8,available,No,,Filtered out
O0335,D035,P007,R007,89,13,2,79,economical,balanced,109.2,267.8,4.2,23.9,1.04,1.14,103.51,139.47,8,available,No,,Filtered out
O0336,D036,P007,R007,84,24,2,79,premium,balanced,98.74,205.7,4.7,23.9,1.04,1.14,161.22,143.6,8,available,No,,Filtered out
O0337,D037,P007,R007,42,3,2,79,economical,balanced,85.88,226.9,4.7,23.9,1.04,1.14,85.56,116.98,8,available,No,,Filtered out
O0338,D038,P007,R007,55,77,2,79,premium,balanced,53.04,121.9,4.8,23.9,1.04,1.14,107.5,90.08,8,available,No,,Filtered out
O0339,D039,P007,R007,92,94,2,79,economical,balanced,91.24,284.7,4.1,23.9,1.04,1.14,90.11,139.37,8,available,No,,Filtered out
O0340,D040,P007,R007,38,64,2,79,balanced,balanced,39,79.5,4.3,23.9,1.04,1.14,74.18,60.35,8,available,No,,Filtered out
O0341,D041,P007,R007,22,78,2,79,balanced,balanced,20.02,43.8,4.6,23.9,1.04,1.14,59.97,41.4,8,available,No,,Filtered out
O0342,D042,P007,R007,56,56,2,79,economical,balanced,58.69,155.4,4,23.9,1.04,1.14,69.51,84.87,8,available,No,,Filtered out
O0343,D043,P007,R007,11,96,2,79,economical,balanced,19.24,55.8,4.6,23.9,1.04,1.14,43.85,38.34,8,available,No,,Filtered out
O0344,D044,P007,R007,58,53,2,79,balanced,balanced,61.74,177,4.4,23.9,1.04,1.14,92.64,102.76,8,available,No,,Filtered out
O0345,D045,P007,R007,98,13,2,79,balanced,balanced,116.5,266.6,4.5,23.9,1.04,1.14,116.53,144.85,8,available,No,,Filtered out
O0346,D046,P007,R007,59,85,2,79,economical,balanced,57.31,136.2,4.5,23.9,1.04,1.14,68.57,77.63,8,available,No,,Filtered out
O0347,D047,P007,R007,70,57,2,79,premium,balanced,71.47,149.1,5,23.9,1.04,1.14,127.84,108.71,8,available,No,,Filtered out
O0348,D048,P007,R007,30,35,2,79,balanced,balanced,52.15,133.1,4.4,23.9,1.04,1.14,82.82,82.97,8,available,No,,Filtered out
O0349,D049,P007,R007,19,90,2,79,economical,balanced,20.25,52.3,4.2,23.9,1.04,1.14,40.83,35.84,8,available,No,,Filtered out
O0350,D050,P007,R007,89,2,2,79,economical,balanced,116.18,284.8,4.4,23.9,1.04,1.14,97.62,142.73,8,available,No,,Filtered out
O0351,D001,P008,R008,75,54,89,32,balanced,cheap,26.08,69.4,4.4,15.8,1.13,1.18,50.64,48.89,15,available,No,,Filtered out
O0352,D002,P008,R008,57,75,89,32,economical,cheap,53.6,173.5,4.4,15.8,1.13,1.18,57.97,74.84,15,available,No,,Filtered out
O0353,D003,P008,R008,13,11,89,32,premium,cheap,78.85,151.9,4.9,15.8,1.13,1.18,109.96,106.86,15,available,No,,Filtered out
O0354,D004,P008,R008,70,37,89,32,economical,cheap,19.65,64.2,4.4,15.8,1.13,1.18,39.17,39.82,15,available,No,,Filtered out
O0355,D005,P008,R008,29,12,89,32,balanced,cheap,63.25,128.9,4.6,15.8,1.13,1.18,83.14,83.52,15,unavailable,No,,Filtered out
O0356,D006,P008,R008,9,77,89,32,economical,cheap,91.79,241.7,4.3,15.8,1.13,1.18,81.08,104.67,15,available,No,,Filtered out
O0357,D007,P008,R008,41,98,89,32,economical,cheap,81.61,207.4,4.1,15.8,1.13,1.18,76.31,94.49,15,available,No,,Filtered out
O0358,D008,P008,R008,27,83,89,32,economical,cheap,80.28,219.6,4.2,15.8,1.13,1.18,71.87,93.81,15,available,No,,Filtered out
O0359,D009,P008,R008,54,74,89,32,economical,cheap,54.67,149.9,4.3,15.8,1.13,1.18,58.4,70.43,15,available,No,,Filtered out
O0360,D010,P008,R008,87,54,89,32,economical,cheap,22.09,54.9,4.1,15.8,1.13,1.18,35.11,35.15,15,available,No,,Filtered out
O0361,D011,P008,R008,14,87,89,32,economical,cheap,93.01,220.5,4.7,15.8,1.13,1.18,85.46,103.45,15,available,No,,Filtered out
O0362,D012,P008,R008,33,64,89,32,balanced,cheap,64.5,164.1,4.5,15.8,1.13,1.18,85.41,92.16,15,available,No,,Filtered out
O0363,D013,P008,R008,99,67,89,32,balanced,cheap,36.4,76.8,4.6,15.8,1.13,1.18,56.15,54.21,15,available,No,,Filtered out
O0364,D014,P008,R008,72,10,89,32,balanced,cheap,27.8,68.9,4.4,15.8,1.13,1.18,54.24,51.31,15,available,No,,Filtered out
O0365,D015,P008,R008,33,67,89,32,balanced,cheap,66.04,147.1,4.8,15.8,1.13,1.18,78.99,84.23,15,available,No,,Filtered out
O0366,D016,P008,R008,47,56,89,32,balanced,cheap,48.37,98.8,4.6,15.8,1.13,1.18,67.54,66.58,15,available,No,,Filtered out
O0367,D017,P008,R008,80,7,89,32,balanced,cheap,26.57,79.4,4.3,15.8,1.13,1.18,49.22,49.9,15,available,No,,Filtered out
